movie_id,primary_title,start_year,genres,averagerating,numvotes,studio,domestic_gross_x,foreign_gross,popularity,vote_average,vote_count,original_title,title,total_gross,id,release_date,movie,production_budget,domestic_gross_income,worldwide_gross,profit,release_year
tt1453405,monsters university,2013,"Adventure,Animation,Comedy",7.3,291887.0,BV,268500000.0,475700000.0,20.33,7.0,6362,Monsters University,the greatest showman,744200000.0,53,"Jun 21, 2013",monsters university,200000000.0,268488329.0,743588329.0,543588329.0,2013
tt1454029,the help,2011,Drama,8.1,392699.0,BV,169700000.0,46900000.0,12.598,8.1,3944,The Help,the greatest showman,216600000.0,63,"Aug 10, 2011",the help,25000000.0,169705587.0,213120004.0,188120004.0,2011
tt1454468,gravity,2013,"Drama,Sci-Fi,Thriller",7.7,710018.0,WB,274100000.0,449100000.0,27.836,7.2,9586,Gravity,red riding hood,723200000.0,16,"Oct 4, 2013",gravity,110000000.0,274092705.0,693698673.0,583698673.0,2013
tt1457767,the conjuring,2013,"Horror,Mystery,Thriller",7.5,397233.0,WB (NL),137400000.0,182100000.0,18.886,7.5,5912,The Conjuring,the raven,319500000.0,93,"Jul 19, 2013",the conjuring,20000000.0,137400141.0,318000141.0,298000141.0,2013
tt1458175,the next three days,2010,"Action,Crime,Drama",7.4,168066.0,LGF,21100000.0,46300000.0,11.147,7.0,1469,The Next Three Days,5 days of war,67400000.0,49,"Nov 19, 2010",the next three days,30000000.0,21148651.0,67255916.0,37255916.0,2010
tt1462041,dream house,2011,"Drama,Mystery,Thriller",6.0,59714.0,Uni.,21300000.0,17200000.0,9.047,6.0,670,Dream House,chalet girl,38500000.0,80,"Sep 30, 2011",dream house,50000000.0,21302340.0,41642166.0,-8357834.0,2011
tt1462054,letters to god,2010,"Drama,Family",6.3,4443.0,Viv.,2800000.0,60300.0,4.242,6.9,71,Letters to God,khumba,2860300.0,25,"Apr 9, 2010",letters to god,3000000.0,2848587.0,3237452.0,237452.0,2010
tt1462758,buried,2010,"Drama,Mystery,Thriller",7.0,139426.0,LGF,1000000.0,18100000.0,10.888,6.6,1487,Buried,the change-up,19100000.0,2,"Sep 24, 2010",buried,1987650.0,1044143.0,21270290.0,19282640.0,2010
tt1462769,the odd life of timothy green,2012,"Comedy,Drama,Family",6.6,42770.0,BV,51900000.0,4200000.0,9.216,6.7,605,The Odd Life of Timothy Green,central intelligence,56100000.0,36,"Aug 15, 2012",the odd life of timothy green,40000000.0,51853450.0,55249159.0,15249159.0,2012
tt1464174,"big mommas: like father, like son",2011,"Action,Comedy,Crime",4.4,23520.0,Fox,37900000.0,44800000.0,16.024,5.5,623,"Big Mommas: Like Father, Like Son",anjaana anjaani,82700000.0,1,"Feb 18, 2011","big mommas: like father, like son",32000000.0,37915414.0,82332450.0,50332450.0,2011
tt1464540,i am number four,2011,"Action,Adventure,Sci-Fi",6.1,217762.0,BV,55100000.0,94800000.0,11.555,6.0,2805,I Am Number Four,horrible bosses,149900000.0,28,"Feb 18, 2011",i am number four,50000000.0,55100437.0,146195159.0,96195159.0,2011
tt1469304,baywatch,2017,"Action,Comedy,Crime",5.6,137528.0,Par.,58100000.0,119800000.0,14.429,6.1,4748,Baywatch,fantastic four,177900000.0,86,"May 25, 2017",baywatch,60000000.0,58060186.0,175863783.0,115863783.0,2017
tt1470023,macgruber,2010,"Action,Comedy,Romance",5.5,39782.0,Uni.,8500000.0,797000.0,7.666,5.3,270,MacGruber,the king's speech,9297000.0,42,"May 21, 2010",macgruber,10000000.0,8525600.0,8629895.0,-1370105.0,2010
tt1470827,monsters,2010,"Drama,Sci-Fi,Thriller",6.4,84332.0,Magn.,237000.0,4000000.0,10.175,6.2,848,Monsters,dark tide,4237000.0,50,"Oct 29, 2010",monsters,500000.0,237301.0,5639730.0,5139730.0,2010
tt1472584,max steel,2016,"Action,Adventure,Family",4.6,16788.0,ORF,3800000.0,2500000.0,8.88,5.2,383,Max Steel,le havre,6300000.0,68,"Oct 14, 2016",max steel,10000000.0,3818664.0,4563080.0,-5436920.0,2016
tt1472584,max steel,2016,"Action,Adventure,Family",4.6,16788.0,ORF,3800000.0,2500000.0,8.88,5.2,383,Max Steel,sherlock holmes: a game of shadows,6300000.0,68,"Oct 14, 2016",max steel,10000000.0,3818664.0,4563080.0,-5436920.0,2016
tt1472584,max steel,2016,"Action,Adventure,Family",4.6,16788.0,ORF,3800000.0,2500000.0,8.88,5.2,383,Max Steel,anonymous,6300000.0,68,"Oct 14, 2016",max steel,10000000.0,3818664.0,4563080.0,-5436920.0,2016
tt1472584,max steel,2016,"Action,Adventure,Family",4.6,16788.0,ORF,3800000.0,2500000.0,8.88,5.2,383,Max Steel,contraband,6300000.0,68,"Oct 14, 2016",max steel,10000000.0,3818664.0,4563080.0,-5436920.0,2016
tt1477834,aquaman,2018,"Action,Adventure,Fantasy",7.1,263328.0,WB,335100000.0,812700000.0,38.102,6.8,6155,Aquaman,vacation,1147800000.0,36,"Dec 21, 2018",aquaman,160000000.0,335061807.0,1146894640.0,986894640.0,2018
tt1477837,cedar rapids,2011,Comedy,6.3,34759.0,FoxS,6900000.0,18700000.0,7.694,6.0,206,Cedar Rapids,melancholia,25600000.0,51,"Feb 11, 2011",cedar rapids,10000000.0,6861102.0,7862131.0,-2137869.0,2011
tt1478338,bridesmaids,2011,"Comedy,Romance",6.8,249501.0,Uni.,169100000.0,119300000.0,9.805,6.5,2783,Bridesmaids,daddy's home,288400000.0,85,"May 13, 2011",bridesmaids,32500000.0,169211718.0,289632023.0,257132023.0,2011
tt1478964,attack the block,2011,"Action,Comedy,Sci-Fi",6.7,93868.0,SGem,1000000.0,4800000.0,9.612,6.4,1144,Attack the Block,sea rex 3d: journey to a prehistoric world,5800000.0,7,"Jul 29, 2011",attack the block,13000000.0,1024175.0,6459183.0,-6540817.0,2011
tt1483013,oblivion,2013,"Action,Adventure,Sci-Fi",7.0,453966.0,Uni.,89100000.0,197100000.0,18.534,6.5,6850,Oblivion,shaolin,286200000.0,93,"Apr 19, 2013",oblivion,120000000.0,89107235.0,287916633.0,167916633.0,2013
tt1485796,the greatest showman,2017,"Biography,Drama,Musical",7.6,199663.0,Fox,174300000.0,260700000.0,22.009,8.0,5197,The Greatest Showman,elysium,435000000.0,25,"Dec 20, 2017",the greatest showman,84000000.0,174340174.0,386665550.0,302665550.0,2017
tt1485796,the greatest showman,2017,"Biography,Drama,Musical",7.6,199663.0,Fox,174300000.0,260700000.0,22.009,8.0,5197,The Greatest Showman,captain phillips,435000000.0,25,"Dec 20, 2017",the greatest showman,84000000.0,174340174.0,386665550.0,302665550.0,2017
tt1485796,the greatest showman,2017,"Biography,Drama,Musical",7.6,199663.0,Fox,174300000.0,260700000.0,22.009,8.0,5197,The Greatest Showman,hope springs,435000000.0,25,"Dec 20, 2017",the greatest showman,84000000.0,174340174.0,386665550.0,302665550.0,2017
tt1485796,the greatest showman,2017,"Biography,Drama,Musical",7.6,199663.0,Fox,174300000.0,260700000.0,22.009,8.0,5197,The Greatest Showman,the son of no one,435000000.0,25,"Dec 20, 2017",the greatest showman,84000000.0,174340174.0,386665550.0,302665550.0,2017
tt1486185,red riding hood,2011,"Fantasy,Horror,Mystery",5.5,102369.0,WB,37700000.0,51500000.0,11.856,5.9,1884,Red Riding Hood,the ledge,89200000.0,55,"Mar 11, 2011",red riding hood,42000000.0,37662162.0,91678442.0,49678442.0,2011
tt1486192,the raven,2012,"Crime,Mystery,Thriller",6.4,79578.0,Rela.,16000000.0,13600000.0,8.635,6.3,681,The Raven,the mortal instruments: city of bones,29600000.0,45,"Apr 27, 2012",the raven,26000000.0,16008272.0,30601801.0,4601801.0,2012
tt1486193,5 days of war,2011,"Action,Drama,War",5.6,13089.0,Anch.,17500.0,18700000.0,8.689,5.7,102,5 Days of War,blair witch,18717500.0,47,"Aug 19, 2011",5 days of war,12000000.0,17479.0,87793.0,-11912207.0,2011
tt1487931,khumba,2013,"Adventure,Animation,Family",5.7,4984.0,MNE,1000.0,27200000.0,9.597,5.6,129,Khumba,playing for keeps,27201000.0,54,"Dec 6, 2013",khumba,15000000.0,0.0,20898221.0,5898221.0,2013
tt1488555,the change-up,2011,"Comedy,Fantasy",6.3,155374.0,Uni.,37100000.0,38400000.0,12.122,6.0,1406,The Change-Up,the guard,75500000.0,72,"Aug 5, 2011",the change-up,52000000.0,37243418.0,75997067.0,23997067.0,2011
tt1489889,central intelligence,2016,"Action,Comedy,Crime",6.3,138872.0,WB (NL),127400000.0,89500000.0,14.478,6.3,3133,Central Intelligence,casino jack and the united states of money,216900000.0,91,"Jun 17, 2016",central intelligence,50000000.0,127440871.0,217194805.0,167194805.0,2016
tt1496422,the paperboy,2012,"Crime,Drama,Mystery",5.8,33940.0,MNE,693000.0,661000.0,8.142999999999999,5.5,409,The Paperboy,flypaper,1354000.0,37,"Oct 5, 2012",the paperboy,12500000.0,677200.0,4027663.0,-8472337.0,2012
tt1499658,horrible bosses,2011,"Comedy,Crime",6.9,398695.0,WB (NL),117500000.0,92100000.0,14.058,6.5,3842,Horrible Bosses,127 hours,209600000.0,34,"Jul 8, 2011",horrible bosses,35000000.0,117538559.0,212417601.0,177417601.0,2011
tt1502404,drive angry,2011,"Action,Fantasy,Thriller",5.4,90203.0,Sum.,10700000.0,18200000.0,14.095999999999998,5.3,959,Drive Angry,premium rush,28900000.0,91,"Feb 25, 2011",drive angry,50000000.0,10721033.0,41042583.0,-8957417.0,2011
tt1502712,fantastic four,2015,"Action,Adventure,Drama",4.3,140148.0,Fox,56100000.0,111900000.0,16.36,4.4,3837,Fantastic Four,another earth,168000000.0,98,"Aug 7, 2015",fantastic four,120000000.0,56117548.0,167849187.0,47849187.0,2015
tt1508675,le havre,2011,"Comedy,Drama",7.2,18490.0,Jan.,612000.0,9900000.0,5.973,6.9,169,Le Havre,a better life,10512000.0,29,"Oct 21, 2011",le havre,5500000.0,611709.0,13480196.0,7980196.0,2011
tt1515091,sherlock holmes: a game of shadows,2011,"Action,Adventure,Crime",7.5,394189.0,WB,186800000.0,358600000.0,18.301,7.1,6380,Sherlock Holmes: A Game of Shadows,country strong,545400000.0,69,"Dec 16, 2011",sherlock holmes: a game of shadows,125000000.0,186848418.0,535663443.0,410663443.0,2011
tt1521197,anonymous,2011,"Drama,Thriller",6.9,37932.0,Sony,4500000.0,10900000.0,8.113999999999999,6.4,434,Anonymous,gasland,15400000.0,90,"Oct 28, 2011",anonymous,27500000.0,4463292.0,15815509.0,-11684491.0,2011
tt1524137,contraband,2012,"Action,Crime,Drama",6.5,111709.0,Uni.,66500000.0,29700000.0,12.357,6.2,1114,Contraband,restrepo,96200000.0,85,"Jan 13, 2012",contraband,25000000.0,66528000.0,98406855.0,73406855.0,2012
tt1524575,the vatican tapes,2015,"Horror,Thriller",5.0,14822.0,LGF,1800000.0,18700000.0,7.841,4.6,365,The Vatican Tapes,the master,20500000.0,3,"Jul 24, 2015",the vatican tapes,13000000.0,1784763.0,14929184.0,1929184.0,2015
tt1524930,vacation,2015,"Adventure,Comedy",6.1,87582.0,WB (NL),58900000.0,46000000.0,14.227,6.2,1934,Vacation,the devil inside,104900000.0,28,"Jul 29, 2015",vacation,31000000.0,58884188.0,102306500.0,71306500.0,2015
tt1527186,melancholia,2011,"Drama,Sci-Fi",7.2,153434.0,Magn.,3000000.0,12900000.0,11.123,7.1,1642,Melancholia,higher ground,15900000.0,62,"Nov 11, 2011",melancholia,9400000.0,3030848.0,21817298.0,12417298.0,2011
tt1528100,exodus: gods and kings,2014,"Action,Adventure,Drama",6.0,150858.0,Fox,65000000.0,203200000.0,26.789,5.7,2909,Exodus: Gods and Kings,golmaal 3,268200000.0,16,"Dec 12, 2014",exodus: gods and kings,140000000.0,65014513.0,268314513.0,128314513.0,2014
tt1529567,sea rex 3d: journey to a prehistoric world,2010,Documentary,6.9,364.0,3D,6100000.0,9900000.0,2.7460000000000004,7.4,12,Sea Rex 3D: Journey to a Prehistoric World,dolphin tale,16000000.0,31,"May 28, 2010",sea rex 3d: journey to a prehistoric world,5000000.0,6096582.0,16515203.0,11515203.0,2010
tt1532958,battle of the year,2013,"Drama,Music",5.1,8769.0,SGem,8900000.0,7700000.0,5.858,6.1,130,Battle of the Year,man on a ledge,16600000.0,51,"Sep 20, 2013",battle of the year,20000000.0,8888355.0,16723377.0,-3276623.0,2013
tt1535108,elysium,2013,"Action,Drama,Sci-Fi",6.6,395572.0,TriS,93100000.0,193100000.0,17.663,6.4,5406,Elysium,"crazy, stupid, love.",286200000.0,92,"Aug 9, 2013",elysium,120000000.0,93050117.0,286192091.0,166192091.0,2013
tt1535109,captain phillips,2013,"Biography,Drama,Thriller",7.8,387402.0,Sony,107100000.0,111700000.0,15.483,7.6,3909,Captain Phillips,celine: through the eyes of the world,218800000.0,92,"Oct 11, 2013",captain phillips,55000000.0,107136417.0,220648184.0,165648184.0,2013
tt1535438,hope springs,2012,"Comedy,Drama,Romance",6.3,38667.0,Sony,63500000.0,50700000.0,8.312999999999999,6.1,429,Hope Springs,tiny furniture,114200000.0,75,"Aug 8, 2012",hope springs,30000000.0,63536011.0,133085295.0,103085295.0,2012
tt1535612,the son of no one,2011,"Action,Crime,Drama",5.1,15743.0,Anch.,30700.0,18700000.0,7.586,5.1,156,The Son of No One,a dangerous method,18730700.0,51,"Nov 4, 2011",the son of no one,15000000.0,30680.0,1148578.0,-13851422.0,2011
tt1536044,paranormal activity 2,2010,Horror,5.7,93122.0,Par.,84800000.0,92800000.0,8.163,5.7,1342,Paranormal Activity 2,the skeleton twins,177600000.0,65,"Oct 20, 2010",paranormal activity 2,3000000.0,84752907.0,177512032.0,174512032.0,2010
tt1538403,the mortal instruments: city of bones,2013,"Action,Fantasy,Horror",5.9,121936.0,SGem,31200000.0,64200000.0,16.484,6.3,2915,The Mortal Instruments: City of Bones,texas chainsaw 3d,95400000.0,26,"Aug 21, 2013",the mortal instruments: city of bones,60000000.0,31165421.0,75965567.0,15965567.0,2013
tt1540011,blair witch,2016,"Horror,Mystery,Thriller",5.0,36867.0,LGF,20800000.0,24400000.0,9.772,5.0,1094,Blair Witch,break ke baad,45200000.0,1,"Sep 16, 2016",blair witch,10000000.0,20777061.0,38985577.0,28985577.0,2016
tt1540011,blair witch,2016,"Horror,Mystery,Thriller",5.0,36867.0,LGF,20800000.0,24400000.0,9.772,5.0,1094,Blair Witch,the dilemma,45200000.0,1,"Sep 16, 2016",blair witch,10000000.0,20777061.0,38985577.0,28985577.0,2016
tt1540011,blair witch,2016,"Horror,Mystery,Thriller",5.0,36867.0,LGF,20800000.0,24400000.0,9.772,5.0,1094,Blair Witch,chasing ice,45200000.0,1,"Sep 16, 2016",blair witch,10000000.0,20777061.0,38985577.0,28985577.0,2016
tt1540011,blair witch,2016,"Horror,Mystery,Thriller",5.0,36867.0,LGF,20800000.0,24400000.0,9.772,5.0,1094,Blair Witch,puncture,45200000.0,1,"Sep 16, 2016",blair witch,10000000.0,20777061.0,38985577.0,28985577.0,2016
tt1540133,the guard,2011,"Comedy,Crime,Thriller",7.3,75183.0,SPC,5400000.0,14200000.0,10.177,6.9,563,The Guard,g.i. joe: retaliation,19600000.0,54,"Jul 29, 2011",the guard,6000000.0,5359774.0,21197454.0,15197454.0,2011
tt1541995,snow flower and the secret fan,2011,"Drama,History",6.1,3429.0,FoxS,1300000.0,10000000.0,4.519,5.9,39,Snow Flower and the Secret Fan,machine gun preacher,11300000.0,70,"Jul 15, 2011",snow flower and the secret fan,6000000.0,1348205.0,11348205.0,5348205.0,2011
tt1542344,127 hours,2010,"Adventure,Biography,Drama",7.6,323949.0,FoxS,18300000.0,42400000.0,11.435,7.0,4469,127 Hours,maleficent,60700000.0,6,"Nov 5, 2010",127 hours,18000000.0,18335230.0,60217171.0,42217171.0,2010
tt1547234,premium rush,2012,"Action,Crime,Thriller",6.5,105279.0,Sony,20300000.0,10800000.0,12.484000000000002,6.2,1244,Premium Rush,exit through the gift shop,31100000.0,10,"Aug 24, 2012",premium rush,35000000.0,20275446.0,31393201.0,-3606799.0,2012
tt1549572,another earth,2011,"Drama,Romance,Sci-Fi",7.0,85839.0,FoxS,1300000.0,456000.0,10.03,6.7,853,Another Earth,warm bodies,1756000.0,48,"Jul 22, 2011",another earth,175000.0,1321194.0,2102779.0,1927779.0,2011
tt1549920,the last stand,2013,"Action,Thriller",6.4,126623.0,LGF,12100000.0,36300000.0,15.894,5.9,1692,The Last Stand,the commuter,48400000.0,74,"Jan 18, 2013",the last stand,30000000.0,12050299.0,48330757.0,18330757.0,2013
tt1554091,a better life,2011,"Drama,Romance",7.2,14602.0,Sum.,1800000.0,18700000.0,5.885,7.1,97,A Better Life,act of valor,20500000.0,84,"Jun 24, 2011",a better life,10000000.0,1759252.0,1884251.0,-8115749.0,2011
tt2027265,a better life,2011,Drama,6.6,1519.0,Sum.,1800000.0,18700000.0,5.885,7.1,97,A Better Life,lockout,20500000.0,84,"Jun 24, 2011",a better life,10000000.0,1759252.0,1884251.0,-8115749.0,2011
tt1555064,country strong,2010,"Drama,Music",6.3,16296.0,SGem,20200000.0,310000.0,7.567,6.3,126,Country Strong,norm of the north,20510000.0,71,"Dec 22, 2010",country strong,15000000.0,20218921.0,20601987.0,5601987.0,2010
tt1560747,the master,2012,Drama,7.1,131365.0,Wein.,16399999.0,11900000.0,12.829,7.1,1323,The Master,this means war,28299999.0,87,"Sep 14, 2012",the master,37500000.0,16247159.0,50647416.0,13147416.0,2012
tt1560985,the devil inside,2012,Horror,4.2,33522.0,Par.,53300000.0,48500000.0,7.403,4.7,441,The Devil Inside,the big short,101800000.0,12,"Jan 6, 2012",the devil inside,1000000.0,53262945.0,101759490.0,100759490.0,2012
tt1562568,higher ground,2011,Drama,6.3,2869.0,SPC,842000.0,18700000.0,4.545,5.9,21,Higher Ground,the woman in black,19542000.0,25,"Aug 23, 2011",higher ground,1800000.0,841056.0,842693.0,-957307.0,2011
tt1563738,one day,2011,"Drama,Romance",7.0,128094.0,Focus,13800000.0,45500000.0,10.308,7.2,2105,One Day,z for zachariah,59300000.0,84,"Aug 19, 2011",one day,15000000.0,13843771.0,59168692.0,44168692.0,2011
tt1564349,dolphin tale,2011,"Drama,Family",6.9,20746.0,WB,72300000.0,23100000.0,10.679,6.8,327,Dolphin Tale,contagion,95400000.0,93,"Sep 23, 2011",dolphin tale,37000000.0,72286779.0,96068724.0,59068724.0,2011
tt1564585,skyline,2010,"Action,Sci-Fi,Thriller",4.4,83710.0,Uni.,21400000.0,45400000.0,8.847000000000003,4.8,833,Skyline,new year's eve,66800000.0,99,"Nov 12, 2010",skyline,10000000.0,21416355.0,68264973.0,58264973.0,2010
tt1568338,man on a ledge,2012,"Action,Adventure,Crime",6.6,137507.0,LG/S,18600000.0,27600000.0,11.263,6.3,1460,Man on a Ledge,safe house,46200000.0,64,"Jan 27, 2012",man on a ledge,42000000.0,18620000.0,49621440.0,7621440.0,2012
tt1568911,war horse,2011,"Drama,History,War",7.2,136447.0,BV,79900000.0,97700000.0,10.378,7.2,1849,War Horse,abduction,177600000.0,12,"Dec 25, 2011",war horse,70000000.0,79883359.0,156815529.0,86815529.0,2011
tt1570989,tiny furniture,2010,"Comedy,Drama,Romance",6.2,13397.0,IFC,392000.0,18700000.0,6.695,5.9,82,Tiny Furniture,2 days in new york,19092000.0,18,"Nov 12, 2010",tiny furniture,50000.0,391674.0,424149.0,374149.0,2010
tt1571222,a dangerous method,2011,"Biography,Drama,Romance",6.4,93259.0,SPC,5700000.0,21800000.0,10.352,6.3,1066,A Dangerous Method,only god forgives,27500000.0,69,"Nov 23, 2011",a dangerous method,20000000.0,5702083.0,14807531.0,-5192469.0,2011
tt1571234,mortal engines,2018,"Action,Adventure,Fantasy",6.1,70193.0,Uni.,16000000.0,67700000.0,40.095,6.0,1751,Mortal Engines,amour,83700000.0,4,"Dec 14, 2018",mortal engines,100000000.0,15951040.0,85287417.0,-14712583.0,2018
tt1571249,the skeleton twins,2014,"Comedy,Drama,Romance",6.8,36793.0,RAtt.,5300000.0,18700000.0,10.341,6.7,394,The Skeleton Twins,atm,24000000.0,36,"Sep 12, 2014",the skeleton twins,1000000.0,5284309.0,5797192.0,4797192.0,2014
tt1572315,texas chainsaw 3d,2013,"Horror,Thriller",4.8,41784.0,LGF,34300000.0,12900000.0,18.256,5.3,780,Texas Chainsaw 3D,prom,47200000.0,55,"Jan 4, 2013",texas chainsaw 3d,20000000.0,34341945.0,47666013.0,27666013.0,2013
tt1578275,the dilemma,2011,"Comedy,Drama",5.3,48148.0,Uni.,48500000.0,21200000.0,9.518,5.3,448,The Dilemma,frank,69700000.0,25,"Jan 14, 2011",the dilemma,70000000.0,48475290.0,70546865.0,546865.0,2011
tt1583420,larry crowne,2011,"Comedy,Drama,Romance",6.1,58927.0,Uni.,35600000.0,36400000.0,7.261,5.8,676,Larry Crowne,a good day to die hard,72000000.0,25,"Jul 1, 2011",larry crowne,30000000.0,35608245.0,61449135.0,31449135.0,2011
tt1583421,g.i. joe: retaliation,2013,"Action,Adventure,Sci-Fi",5.8,165536.0,Par.,122500000.0,253200000.0,15.065,5.5,3883,G.I. Joe: Retaliation,the vow,375700000.0,13,"Mar 27, 2013",g.i. joe: retaliation,140000000.0,122523060.0,375740705.0,235740705.0,2013
tt1586265,what to expect when you're expecting,2012,"Comedy,Drama,Romance",5.7,65890.0,LGF,41200000.0,43200000.0,12.27,5.9,1130,What to Expect When You're Expecting,zoolander 2,84400000.0,86,"May 18, 2012",what to expect when you're expecting,37500000.0,41152203.0,88473016.0,50973016.0,2012
tt1586752,machine gun preacher,2011,"Action,Biography,Crime",6.8,60074.0,Rela.,539000.0,2800000.0,9.12,6.5,477,Machine Gun Preacher,better living through chemistry,3339000.0,99,"Sep 23, 2011",machine gun preacher,30000000.0,538690.0,3721988.0,-26278012.0,2011
tt1587310,maleficent,2014,"Action,Adventure,Family",7.0,305832.0,BV,241400000.0,517100000.0,19.274,7.0,8143,Maleficent,abraham lincoln: vampire hunter,758500000.0,84,"May 30, 2014",maleficent,180000000.0,241407328.0,758536735.0,578536735.0,2014
tt1588173,warm bodies,2013,"Comedy,Horror,Romance",6.9,208709.0,LG/S,66400000.0,50600000.0,13.259,6.3,4109,Warm Bodies,the foreigner,117000000.0,70,"Feb 1, 2013",warm bodies,30000000.0,66380662.0,115121608.0,85121608.0,2013
tt1590193,the commuter,2018,"Action,Mystery,Thriller",6.3,83114.0,LGF,36300000.0,83600000.0,20.063,6.2,2394,The Commuter,the foreigner,119900000.0,62,"Jan 12, 2018",the commuter,40000000.0,36343858.0,101985431.0,61985431.0,2018
tt1591479,act of valor,2012,"Action,Adventure,Drama",6.5,63787.0,Rela.,70000000.0,11300000.0,12.197,6.3,583,Act of Valor,alvin and the chipmunks: chipwrecked,81300000.0,52,"Feb 24, 2012",act of valor,12000000.0,70012847.0,82497035.0,70497035.0,2012
tt1592525,lockout,2012,"Action,Sci-Fi,Thriller",6.1,89554.0,FD,14300000.0,17900000.0,11.273,5.9,1004,Lockout,j. edgar,32200000.0,22,"Apr 13, 2012",lockout,20000000.0,14326865.0,33943049.0,13943049.0,2012
tt1594972,norm of the north,2016,"Adventure,Animation,Comedy",3.6,7951.0,LGF,17100000.0,18700000.0,9.325,4.2,192,Norm of the North,jupiter ascending,35800000.0,9,"Jan 15, 2016",norm of the north,18000000.0,17062499.0,30535660.0,12535660.0,2016
tt1596343,fast five,2011,"Action,Crime,Thriller",7.3,329892.0,Uni.,209800000.0,416300000.0,2.097,7.2,4294,Fast Five,dum maaro dum,626100000.0,67,"Apr 29, 2011",fast five,125000000.0,210031325.0,630163454.0,505163454.0,2011
tt1596346,soul surfer,2011,"Biography,Drama,Family",7.1,41659.0,TriS,43900000.0,3200000.0,8.459,7.0,688,Soul Surfer,the last witch hunter,47100000.0,83,"Apr 8, 2011",soul surfer,18000000.0,43853424.0,47158652.0,29158652.0,2011
tt1596350,this means war,2012,"Action,Comedy,Romance",6.3,167438.0,Fox,54800000.0,101700000.0,12.017,6.0,2096,This Means War,the last witch hunter,156500000.0,98,"Feb 17, 2012",this means war,65000000.0,54760791.0,156974557.0,91974557.0,2012
tt1596363,the big short,2015,"Biography,Comedy,Drama",7.8,309227.0,Par.,70300000.0,63200000.0,14.327,7.3,4657,The Big Short,jackie,133500000.0,42,"Dec 11, 2015",the big short,28000000.0,70259870.0,133162752.0,105162752.0,2015
tt1596365,the woman in black,2012,"Drama,Fantasy,Horror",6.4,165357.0,CBS,54300000.0,73400000.0,12.781,6.1,2122,The Woman in Black,a wrinkle in time,127700000.0,18,"Feb 3, 2012",the woman in black,15000000.0,54333290.0,128955898.0,113955898.0,2012
tt1598778,contagion,2011,"Action,Drama,Thriller",6.6,201536.0,WB,75700000.0,59800000.0,10.444,6.3,2128,Contagion,free birds,135500000.0,71,"Sep 9, 2011",contagion,60000000.0,75658097.0,137551594.0,77551594.0,2011
tt1599348,safe house,2012,"Action,Adventure,Crime",6.8,192655.0,Uni.,126400000.0,81700000.0,13.116,6.4,1997,Safe House,30 minutes or less,208100000.0,99,"Feb 10, 2012",safe house,85000000.0,126181630.0,208542162.0,123542162.0,2012
tt1600195,abduction,2011,"Action,Mystery,Thriller",5.1,72552.0,LGF,28100000.0,54000000.0,17.69,5.8,1791,Abduction,final destination 5,82100000.0,96,"Sep 23, 2011",abduction,35000000.0,28087155.0,86648359.0,51648359.0,2011
tt2447982,abduction,2011,"Horror,Thriller",5.2,10.0,LGF,28100000.0,54000000.0,17.69,5.8,1791,Abduction,paranorman,82100000.0,96,"Sep 23, 2011",abduction,35000000.0,28087155.0,86648359.0,51648359.0,2011
tt1600196,the drop,2014,"Crime,Drama",7.1,132161.0,FoxS,10700000.0,7900000.0,14.795,6.7,1215,The Drop,young adult,18600000.0,16,"Sep 12, 2014",the drop,12600000.0,10724389.0,19054534.0,6454534.0,2014
tt1602613,only god forgives,2013,"Crime,Drama",5.7,100318.0,RTWC,779000.0,9900000.0,10.196,5.8,1396,Only God Forgives,blackthorn,10679000.0,8,"Jul 19, 2013",only god forgives,4800000.0,775849.0,4494560.0,-305440.0,2013
tt1602620,amour,2012,"Drama,Romance",7.9,84960.0,SPC,6700000.0,13100000.0,10.705,7.7,746,Amour,chasing mavericks,19800000.0,51,"Dec 19, 2012",amour,9700000.0,6738954.0,36787044.0,27087044.0,2012
tt1604171,prom,2011,"Comedy,Drama,Family",5.4,14279.0,BV,10100000.0,18700000.0,6.9110000000000005,6.0,276,Prom,edge of tomorrow,28800000.0,97,"Apr 29, 2011",prom,8000000.0,10130219.0,10763183.0,2763183.0,2011
tt1605630,american reunion,2012,Comedy,6.7,192250.0,Uni.,57000000.0,178000000.0,17.199,6.2,2679,American Reunion,friends with benefits,235000000.0,26,"Apr 6, 2012",american reunion,50000000.0,56758835.0,236799211.0,186799211.0,2012
tt1605783,midnight in paris,2011,"Comedy,Fantasy,Romance",7.7,356500.0,SPC,56800000.0,94300000.0,13.171,7.5,3965,Midnight in Paris,johnny english reborn,151100000.0,83,"May 20, 2011",midnight in paris,30000000.0,56816662.0,162502774.0,132502774.0,2011
tt1606378,a good day to die hard,2013,"Action,Thriller",5.3,188383.0,Fox,67300000.0,237300000.0,15.858,5.2,4437,A Good Day to Die Hard,project x,304600000.0,34,"Feb 14, 2013",a good day to die hard,92000000.0,67349198.0,304249198.0,212249198.0,2013
tt1606389,the vow,2012,"Drama,Romance",6.8,173629.0,SGem,125000000.0,71100000.0,13.046,7.1,2409,The Vow,in time,196100000.0,42,"Feb 10, 2012",the vow,30000000.0,125014030.0,197618160.0,167618160.0,2012
